selling_price,year,km_driven,mileage,engine,max_power,age,make,model,Individual,Trustmark Dealer,Diesel,Electric,LPG,Petrol,Manual,X5,X.5
4,2014,113000,23.59,1364,67.04,9,TOYOTA,ETIOS LIVA GD,1,0,1,0,0,0,1,1,0
5.6,2016,78000,21.9,1396,90,7,HYUNDAI,I20 1.4 MAGNA ABS,0,0,1,0,0,0,1,1,0
8,2018,20637,25.5,1498,98.6,5,HONDA,WR-V I-DTEC VX,0,0,1,0,0,0,1,1,0
5.8,2016,68000,28.4,1248,74,7,MARUTI,SWIFT VDI,0,0,1,0,0,0,1,1,0
3.5,2018,20000,23.95,998,67.1,5,MARUTI,ALTO K10 VXI AIRBAG,1,0,0,0,0,1,1,1,0
20.9025,2018,60000,12.9,2755,174.5,5,TOYOTA,FORTUNER 2016-2021 2.8 2WD AT BSIV,1,0,1,0,0,0,0,0,1
0.4,2000,80000,18.9,998,67.1,23,MARUTI,WAGON R LXI,1,0,0,0,0,1,1,1,0
4,2013,50000,14,2498,112,10,MAHINDRA,XYLO D4 BSIV,1,0,1,0,0,0,1,0,1
4.3,2016,15000,18.9,1197,82,7,HYUNDAI,GRAND I10 ASTA,1,0,0,0,0,1,1,1,0
2.2,2011,80000,23.57,1396,70,12,TATA,INDIGO CR4,1,0,1,0,0,0,1,1,0
4.9,2011,65900,17.6,1496,88.73,12,TOYOTA,ETIOS G,0,0,0,0,0,1,1,1,0
4.1,2017,60500,18.5,1198,86.8,6,HONDA,BRIO 1.2 VX MT,0,0,0,0,0,1,1,1,0
7.6,2017,50766,23.65,1248,88.5,6,MARUTI,SX4 S CROSS DDIS 200 SIGMA,0,0,1,0,0,0,1,1,0
5.75,2016,50000,21.66,1498,108.62,7,VOLKSWAGEN,AMEO 1.5 TDI COMFORTLINE,0,0,1,0,0,0,1,1,0
5.57,2017,5000,18.6,1197,81.83,6,HYUNDAI,I20 1.2 MAGNA EXECUTIVE,1,0,0,0,0,1,1,1,0
3.4,2010,280000,12.8,2494,102,13,TOYOTA,INNOVA 2.5 G (DIESEL) 7 SEATER BS IV,1,0,1,0,0,0,1,0,1
3,2019,5000,24.7,796,47.3,4,MARUTI,ALTO 800 LXI,1,0,0,0,0,1,1,1,0
1.3,2011,40000,21,1461,64.1,12,MAHINDRA,VERITO 1.5 D4 BSIV,0,0,1,0,0,0,1,1,0
8.25,2018,11000,25.5,1498,98.6,5,HONDA,WR-V I-DTEC VX,0,0,1,0,0,0,1,1,0
2.1,2015,53000,10.9,796,5,8,MARUTI,OMNI CNG,0,0,0,0,0,0,1,0,1
4.7,2017,54264,18.9,1197,81.86,6,HYUNDAI,GRAND I10 1.2 KAPPA ASTA,0,0,0,0,0,1,1,1,0
2.5,2009,95000,18,1248,75,14,TATA,INDICA VISTA AQUA 1.3 QUADRAJET,1,0,1,0,0,0,1,1,0
1.38,2011,40256,19.7,796,46.3,12,MARUTI,ALTO LXI,0,0,0,0,0,1,1,1,0
4.65,2017,10000,18.9,1197,81.86,6,HYUNDAI,GRAND I10 1.2 KAPPA SPORTZ DUAL TONE,1,0,0,0,0,1,1,1,0
8.7,2017,61000,26,1498,98.6,6,HONDA,CITY I DTEC VX OPTION,0,0,1,0,0,0,1,1,0
4.1,2015,70000,23,1248,88.7,8,TATA,ZEST QUADRAJET 1.3 XM,1,0,1,0,0,0,1,1,0
5,2018,43000,20.89,1197,81.8,5,MARUTI,IGNIS ZETA,1,0,0,0,0,1,1,1,0
4.75,2017,15000,20.89,1197,81.8,6,MARUTI,IGNIS 1.2 ZETA BSIV,0,0,0,0,0,1,1,1,0
7.8,2018,12500,21.19,1396,88.76,5,HYUNDAI,I20 ACTIVE SX DIESEL,1,0,1,0,0,0,1,1,0
5.59,2015,48000,21.21,1498,103.2,8,VOLKSWAGEN,VENTO 1.5 TDI HIGHLINE AT,0,0,1,0,0,0,0,1,0
5.2,2015,80000,18.6,1197,81.83,8,HYUNDAI,I20 ASTA 1.2,1,0,0,0,0,1,1,1,0
0.45,2011,70000,26,624,35,12,TATA,NANO LX,1,0,0,0,0,1,1,0,0
4.35,2015,23000,17.3,1497,117.3,8,HONDA,MOBILIO S I VTEC,1,0,0,0,0,1,1,0,1
2.7,2013,71000,20.5,1598,103.5,10,SKODA,RAPID 1.6 TDI AMBITION PLUS,0,0,1,0,0,0,1,1,0
3.5,2013,48000,25.8,1498,98.6,10,HONDA,AMAZE VX I-DTEC,0,0,1,0,0,0,1,1,0
3.99,2019,6378,23.01,999,67,4,RENAULT,KWID CLIMBER 1.0 MT BSIV,0,0,0,0,0,1,1,1,0
3,2012,60000,17.21,1493,100,11,MAHINDRA,QUANTO C6,1,0,1,0,0,0,1,0,1
3.25,2014,76000,21.79,998,67.05,9,MARUTI,WAGON R VXI,0,0,0,0,0,1,1,1,0
2.5,2011,43125,20.85,1197,83.14,12,MARUTI,SWIFT DZIRE VXI,0,0,0,0,0,1,1,1,0
2,2010,80000,15.6,1196,70,13,FORD,FIGO PETROL ZXI,1,0,0,0,0,1,1,1,0
12.8,2017,20000,14.28,1798,138.03,6,TOYOTA,COROLLA ALTIS 1.8 GL,1,0,0,0,0,1,1,1,0
1.75,2008,54262,18.2,998,67.1,15,MARUTI,ZEN ESTILO LXI BSIII,0,0,0,0,0,1,1,1,0
3.5,2014,56085,25.2,1248,74,9,MARUTI,SWIFT VDI BSIV,1,0,1,0,0,0,1,1,0
3.4,2013,65000,18.2,1248,73.8,10,CHEVROLET,ENJOY TCDI LT 8 SEATER,1,0,1,0,0,0,1,0,1
8.65,2016,70000,21.9,1498,98.6,7,HONDA,BRV I-DTEC S MT,1,0,1,0,0,0,1,0,1
7.2,2017,71000,24.3,1248,88.5,6,MARUTI,VITARA BREZZA ZDI,0,0,1,0,0,0,1,1,0
5.8,2015,90000,20.77,1248,88.76,8,MARUTI,ERTIGA VDI,1,0,1,0,0,0,1,0,1
5.8,2017,15000,18.5,1197,83.14,6,MARUTI,SWIFT DZIRE VXI AT,1,0,0,0,0,1,0,1,0
9.5,2018,19000,19.12,1373,91.1,5,MARUTI,CIAZ 1.4 AT ZETA,0,0,0,0,0,1,0,1,0
1.85,2011,65000,20,1399,68,12,FORD,FIGO DIESEL EXI,0,0,1,0,0,0,1,1,0
20.9025,2013,131473,11.8,2967,246.7,10,AUDI,A8 L 3.0 TDI QUATTRO,0,0,1,0,0,0,0,1,0
5.65,2015,100000,19.01,1461,108.5,8,NISSAN,TERRANO XV 110 PS,0,0,1,0,0,0,1,1,0
1.3,2010,70000,19.7,796,46.3,13,MARUTI,ALTO LX,0,0,0,0,0,1,1,1,0
20.9025,2018,13000,15.04,1991,184,5,MERCEDES-BENZ,CLA URBAN SPORT 200,1,0,0,0,0,1,0,1,0
5.35,2020,10000,20.89,1197,81.8,3,MARUTI,IGNIS 1.2 DELTA BSIV,1,0,0,0,0,1,1,1,0
20.9025,2018,18000,19.62,1998,192,5,BMW,X1 SDRIVE20D XLINE,0,0,1,0,0,0,0,1,0
4.25,2015,90000,19.01,1461,108.5,8,NISSAN,TERRANO XV 110 PS,1,0,1,0,0,0,1,1,0
4.1,2013,55000,23.08,1461,63.1,10,RENAULT,PULSE RXZ,0,0,1,0,0,0,1,1,0
2.5,2012,40000,14.1,2956,70,11,TATA,SUMO VICTA EX 7/9 STR BSII,1,0,1,0,0,0,1,0,1
3.4,2014,100000,23.1,998,67.04,9,MARUTI,CELERIO VXI,1,0,0,0,0,1,1,1,0
3.85,2015,29000,18.9,1197,82,8,HYUNDAI,GRAND I10 ASTA,0,0,0,0,0,1,1,1,0
2.7,2012,120000,23.08,1461,63.1,11,NISSAN,MICRA DIESEL XV,1,0,1,0,0,0,1,1,0
3.82,2017,24500,21.79,998,67.05,6,MARUTI,WAGON R VXI,0,0,0,0,0,1,1,1,0
3.99,2006,99100,12.8,2494,102,17,TOYOTA,INNOVA 2.5 G1 DIESEL 8-SEATER,0,0,1,0,0,0,1,0,1
6.25,2015,69666,16.5,1493,70,8,MAHINDRA,BOLERO POWER PLUS ZLX,0,0,1,0,0,0,1,0,1
4.85,2007,55200,13.1,2499,141,16,FORD,ENDEAVOUR 4X2 XLT,0,0,1,0,0,0,1,0,1
7.95,2019,29800,16.55,2498,105,4,MAHINDRA,THAR CRDE,0,0,1,0,0,0,1,0,1
2.9,2011,20000,20.36,1197,78.9,12,HYUNDAI,I10 SPORTZ OPTION,1,0,0,0,0,1,1,1,0
3,2013,90000,17.21,1493,100,10,MAHINDRA,QUANTO C6,1,0,1,0,0,0,1,0,1
6.5,2015,150000,15.96,2523,63,8,MAHINDRA,BOLERO POWER PLUS PLUS AC BSIV PS,1,0,1,0,0,0,1,0,1
6.42,2016,100000,24.3,1248,88.5,7,MARUTI,VITARA BREZZA VDI,1,0,1,0,0,0,1,1,0
8.65,2017,47665,22.77,1498,98.59,6,FORD,ECOSPORT 2015-2021 1.5 TDCI TITANIUM PLUS BSIV,0,0,1,0,0,0,1,1,0
2.25,2012,50000,23.08,1461,63.1,11,NISSAN,MICRA DIESEL XV PREMIUM,1,0,1,0,0,0,1,1,0
2.95,2015,30000,21.1,814,55.2,8,HYUNDAI,EON MAGNA PLUS,0,0,0,0,0,1,1,1,0
3.45,2014,43000,25.8,1498,98.6,9,HONDA,AMAZE EX I-DTECH,0,0,1,0,0,0,1,1,0
1.5,2012,133000,14,796,35,11,MARUTI,OMNI 5 SEATER,0,0,0,0,0,1,1,1,0
1.5,2008,100000,19.7,796,46.3,15,MARUTI,ALTO LX,1,0,0,0,0,1,1,1,0
14.5,2013,30000,12.55,2982,168.5,10,TOYOTA,FORTUNER 4X4 MT,0,0,1,0,0,0,1,0,1
4.65,2014,46001,19.3,1248,73.9,9,MARUTI,SWIFT DZIRE VDI BSIV,0,0,1,0,0,0,1,1,0
20.9025,2017,45000,22.48,1995,187.74,6,BMW,5 SERIES 520D SPORT LINE,0,0,1,0,0,0,0,1,0
5,2018,50000,22,1197,81.8,5,MARUTI,SWIFT VXI 2018,1,0,0,0,0,1,1,1,0
3,2013,72000,23.2,1248,73.94,10,MARUTI,RITZ VDI,1,0,1,0,0,0,1,1,0
3.75,2014,42000,23.08,1461,63.1,9,NISSAN,MICRA DIESEL XL OPTIONAL,1,0,1,0,0,0,1,1,0
2.4,2009,38564,19.81,1086,68.05,14,HYUNDAI,I10 ERA,0,0,0,0,0,1,1,1,0
6.8,2017,50948,26.59,1248,74,6,MARUTI,SWIFT DZIRE AMT ZDI,0,0,1,0,0,0,0,1,0
4.95,2016,68200,21.66,1498,103.52,7,SKODA,RAPID 1.5 TDI AT AMBITION,0,0,1,0,0,0,0,1,0
2.95,2016,42000,25.17,799,53.3,7,RENAULT,KWID RXT OPTIONAL,0,0,0,0,0,1,1,1,0
1,2006,30000,16.8,1405,68,17,TATA,INDICA V2 DLG TC,1,0,1,0,0,0,1,1,0
1.29,2011,38000,17.92,1086,62.1,12,HYUNDAI,SANTRO XING GLS,0,0,0,0,0,1,1,1,0
2.5,2013,48000,20.51,998,67.04,10,MARUTI,WAGON R LXI,1,0,0,0,0,1,1,1,0
9.5,2019,21400,24.3,1248,88.5,4,MARUTI,VITARA BREZZA ZDI,0,0,1,0,0,0,1,1,0
6.7,2017,53701,27.39,1248,74,6,MARUTI,BALENO ZETA 1.3,0,0,1,0,0,0,1,1,0
8.12,2018,2700,20.73,1373,91.1,5,MARUTI,CIAZ 1.4 DELTA,1,0,0,0,0,1,1,1,0
2.35,2017,28600,25.17,799,53.3,6,RENAULT,KWID RXL,1,0,0,0,0,1,1,1,0
3.8,2012,100000,18.6,1197,85.8,11,MARUTI,SWIFT ZXI,1,0,0,0,0,1,1,1,0
2,2014,40000,20,1399,68.05,9,FORD,FIGO DIESEL TITANIUM,1,0,1,0,0,0,1,1,0
20.9025,2015,95500,15.3,2993,258,8,BMW,X5 XDRIVE 30D,0,0,1,0,0,0,0,1,0
3.19,2018,3500,20.3,998,68.05,5,HYUNDAI,EON 1.0 ERA PLUS,1,0,0,0,0,1,1,1,0
0.57,2010,81425,26,624,35,13,TATA,NANO CX,0,0,0,0,0,1,1,0,0
3.3,2017,24000,23.01,999,67,6,RENAULT,KWID 1.0 RXT OPTIONAL,1,0,0,0,0,1,1,1,0
1.95,2009,44000,12.3,1086,66.6,14,HYUNDAI,GETZ 1.1 GVS OPTION,0,0,0,0,0,1,1,1,0
2.5,2010,220000,20.86,1199,73.9,13,SKODA,FABIA 1.2 TDI AMBITION,1,0,1,0,0,0,1,1,0
2.35,2010,57726,20.36,1197,78.9,13,HYUNDAI,I10 SPORTZ,0,0,0,0,0,1,1,1,0
3.6,2016,35000,18.16,1196,86.8,7,FORD,FIGO 1.2P TITANIUM PLUS MT,0,0,0,0,0,1,1,1,0
8.8,2010,150000,12.8,2494,102,13,TOYOTA,INNOVA 2.5 V DIESEL 7-SEATER,0,0,1,0,0,0,1,0,1
9.9,2018,20000,17,1591,121.3,5,HYUNDAI,VERNA VTVT 1.6 SX,1,0,0,0,0,1,1,1,0
5.68,2014,36908,19.87,1461,83.14,9,NISSAN,TERRANO XL D OPTION,0,0,1,0,0,0,1,1,0
6.75,2017,69000,27.3,1498,98.6,6,HONDA,JAZZ 1.5 SV I DTEC,0,0,1,0,0,0,1,1,0
2,2013,73000,22.74,796,47.3,10,MARUTI,ALTO 800 LXI,1,0,0,0,0,1,1,1,0
3.5,2014,101000,17.5,1298,85.8,9,MARUTI,SWIFT DZIRE VXI,1,0,0,0,0,1,1,1,0
7,2011,15000,15.4,2179,120,12,MAHINDRA,SCORPIO VLX SE BSIV,1,0,1,0,0,0,1,0,1
9.5,2018,30000,23,1498,98.96,5,FORD,ECOSPORT 2015-2021 1.5 DIESEL TITANIUM BSIV,0,0,1,0,0,0,1,1,0
4.25,2014,30000,22.71,1461,84.8,9,NISSAN,SUNNY DIESEL XL,1,0,1,0,0,0,1,1,0
3.5,2017,40000,23.95,998,67.05,6,MARUTI,ALTO K10 VXI,1,0,0,0,0,1,1,1,0
3.2,2013,39500,25.8,1498,98.6,10,HONDA,AMAZE S I-DTECH,1,0,1,0,0,0,1,1,0
3.95,2013,70175,21.27,1396,88.76,10,HYUNDAI,I20 ASTA 1.4 CRDI,0,0,1,0,0,0,1,1,0
3,2013,90000,23.5,1396,88.7,10,HYUNDAI,VERNA 1.4 CX,1,0,1,0,0,0,1,1,0
5,2018,114000,19,1197,85.8,5,MARUTI,SWIFT DZIRE TOUR LXI,1,0,0,0,0,1,1,1,0
1.9,2009,45641,18.9,998,67.1,14,MARUTI,WAGON R LXI BSIII,0,0,0,0,0,1,1,1,0
2.35,2017,22558,22.7,799,53.64,6,DATSUN,REDIGO T OPTION,0,0,0,0,0,1,1,1,0
5.76,2016,51000,22.77,1498,98.59,7,FORD,ECOSPORT 2015-2021 1.5 TDCI TREND PLUS BSIV,0,0,1,0,0,0,1,1,0
10.25,2011,140782,11.5,2982,171,12,TOYOTA,FORTUNER 3.0 DIESEL,0,0,1,0,0,0,1,0,1
0.9,2002,54000,19.7,796,46.3,21,MARUTI,ALTO LX,0,0,0,0,0,1,1,1,0
6.21,2019,20000,18.6,1197,81.86,4,HYUNDAI,I20 PETROL SPOTZ,1,0,0,0,0,1,1,1,0
5.25,2016,30000,17.19,1197,81.86,7,HYUNDAI,I20 ACTIVE 1.2 SX DUAL TONE,1,0,0,0,0,1,1,1,0
12.9,2012,75000,12.55,2982,168.5,11,TOYOTA,FORTUNER 4X4 MT,0,0,1,0,0,0,1,0,1
6.75,2019,10000,19,1199,88.76,4,HONDA,AMAZE S CVT PETROL BSIV,1,0,0,0,0,1,0,1,0
7,2017,50000,18.49,1493,100,6,MAHINDRA,TUV 300 T4,1,0,1,0,0,0,1,0,1
6,2015,90000,20.45,1461,83.8,8,NISSAN,TERRANO GROOVE EDITION,1,0,1,0,0,0,1,1,0
6.5,2016,70000,28.09,1248,88.5,7,MARUTI,CIAZ ZDI PLUS SHVS,1,0,1,0,0,0,1,1,0
1.55,2008,23207,15.7,1390,75,15,MAHINDRA,RENAULT LOGAN 1.4 GLX BSIV PETROL,0,0,0,0,0,1,1,1,0
7.5,2018,19000,26.82,1498,93.87,5,MARUTI,CIAZ ALPHA 1.5,0,0,1,0,0,0,1,1,0
3.5,2016,50000,20.51,998,67.04,7,MARUTI,WAGON R VXI,1,0,0,0,0,1,1,1,0
2.5,2006,200000,10.5,2179,120,17,MAHINDRA,SCORPIO 2.6 CRDE,1,0,1,0,0,0,1,0,1
5.15,2016,51000,21.4,1197,83.1,7,MARUTI,BALENO DELTA 1.2,0,0,0,0,0,1,1,1,0
15.5,2018,40000,14.59,1999,149.92,5,HYUNDAI,ELANTRA 2.0 SX OPTION,1,0,0,0,0,1,1,1,0
12,2017,56000,15.4,2179,120,6,MAHINDRA,SCORPIO INTELLI HYBRID S10,1,0,1,0,0,0,1,0,1
1.7,2011,50000,17.92,1086,62.1,12,HYUNDAI,SANTRO XING GLS,1,0,0,0,0,1,1,1,0
4.5,2016,32032,16.78,1496,88.73,7,TOYOTA,PLATINUM ETIOS 1.5 V,0,0,0,0,0,1,1,1,0
2.95,2014,41423,21.79,998,67.05,9,MARUTI,WAGON R VXI,0,0,0,0,0,1,1,1,0
8.25,2018,67000,25.1,1248,88.5,5,MARUTI,S-CROSS 2017-2020 ALPHA DDIS 200 SH,0,0,1,0,0,0,1,1,0
1.61,2012,20000,21.1,814,55.2,11,HYUNDAI,EON ERA PLUS,1,0,0,0,0,1,1,1,0
4.5,2013,104000,15.96,2523,62.1,10,MAHINDRA,BOLERO 2011-2019 SLE,1,0,1,0,0,0,1,0,1
10,2015,15000,17.4,1497,117.3,8,HONDA,CITY I VTEC VX OPTION,1,0,0,0,0,1,1,1,0
5.5,2017,54000,18.6,1197,81.83,6,HYUNDAI,I20 1.2 ASTA OPTION,0,0,0,0,0,1,1,1,0
2.3,2013,22245,19.4,1198,86.8,10,HONDA,BRIO E MT,0,0,0,0,0,1,1,1,0
2.95,2012,45000,18.5,1197,80,11,HYUNDAI,I20 1.2 MAGNA,1,0,0,0,0,1,1,1,0
0.9,2011,60000,16.8,1405,68,12,TATA,INDICA V2 DLX TC ABS,1,0,1,0,0,0,1,1,0
6.5,2016,28000,21.19,1396,88.73,7,HYUNDAI,I20 ACTIVE 1.4 SX WITH AVN,0,0,1,0,0,0,1,1,0
12.25,2016,95961,16,2179,140,7,MAHINDRA,XUV500 W10 2WD,0,0,1,0,0,0,1,0,1
6.5,2017,30000,18.49,1493,100,6,MAHINDRA,TUV 300 T6 PLUS,1,0,1,0,0,0,1,0,1
5.75,2017,16000,20.14,1197,81.86,6,HYUNDAI,XCENT 1.2 VTVT S,0,0,0,0,0,1,1,1,0
3,2017,100000,23.95,998,67.05,6,MARUTI,ALTO K10 VXI,1,0,0,0,0,1,1,1,0
10,2016,90000,16,2179,140,7,MAHINDRA,XUV500 AT W10 AWD,1,0,1,0,0,0,0,0,1
20.9025,2018,57000,14.24,2755,174.5,5,TOYOTA,FORTUNER 2016-2021 2.8 2WD MT BSIV,1,0,1,0,0,0,1,0,1
7.95,2018,19211,19.1,1368,98.6,5,HYUNDAI,VERNA VTVT 1.4 E,0,0,0,0,0,1,1,1,0
4.92,2014,120000,12.05,2179,120,9,MAHINDRA,SCORPIO LX BSIV,1,0,1,0,0,0,1,0,1
10.5,2019,19910,24.3,1248,88.5,4,MARUTI,VITARA BREZZA ZDI PLUS AMT,0,0,1,0,0,0,0,1,0
6.5,2018,20000,18.6,1197,81.86,5,HYUNDAI,I20 ASTA OPTION BSIV,1,0,0,0,0,1,1,1,0
3,2009,78435,18.7,1199,88.7,14,HONDA,JAZZ 1.2 S I VTEC,0,0,0,0,0,1,1,1,0
3.2,2013,50000,20.54,1598,103.6,10,VOLKSWAGEN,VENTO DIESEL COMFORTLINE,1,0,1,0,0,0,1,1,0
10.1,2018,54200,15.1,2179,152.87,5,MAHINDRA,XUV500 W5 BSIV,1,0,1,0,0,0,1,0,1
6.3,2017,50000,25.1,1248,88.5,6,MARUTI,S-CROSS 2017-2020 SIGMA DDIS 200 SH,1,0,1,0,0,0,1,1,0
3.5,2012,41900,14.3,1598,105,11,SKODA,RAPID 1.6 MPI AT AMBITION,0,0,0,0,0,1,0,1,0
6,2016,47129,26,1498,98.6,7,HONDA,CITY I DTEC VX,0,0,1,0,0,0,1,1,0
3.49,2013,80000,20.54,1598,103.6,10,VOLKSWAGEN,VENTO DIESEL HIGHLINE,1,0,1,0,0,0,1,1,0
3.85,2019,25000,15.37,1196,73,4,MARUTI,EECO 5 SEATER AC BSIV,1,0,0,0,0,1,1,1,0
3.2,2016,30000,20.63,1198,67,7,DATSUN,GO T BSIV,1,0,0,0,0,1,1,1,0
1,2006,35000,18.9,998,67.1,17,MARUTI,WAGON R LXI,1,0,0,0,0,1,1,1,0
11,2019,15000,17,1591,121.3,4,HYUNDAI,VERNA VTVT 1.6 SX,1,0,0,0,0,1,1,1,0
2.5,2010,70000,15,1368,90,13,TATA,MANZA AURA (ABS) SAFIRE,1,0,0,0,0,1,1,1,0
1.6,2012,36000,18.6,1199,79.4,11,CHEVROLET,BEAT LT,0,0,0,0,0,1,1,1,0
6.85,2017,57000,27.39,1248,74,6,MARUTI,BALENO DELTA 1.3,0,0,1,0,0,0,1,1,0
9.25,2017,33529,19.12,1373,91.1,6,MARUTI,CIAZ 1.4 AT ZETA,0,0,0,0,0,1,0,1,0
2.5,2010,150000,17.8,1248,5,13,MARUTI,SWIFT VDI BSIV,1,0,1,0,0,0,1,1,0
1.5,2015,60000,16.2,995,62.1,8,CHEVROLET,SPARK 1.0 LT,1,0,0,0,0,1,1,1,0
4.3,2018,70000,24,1186,73.97,5,HYUNDAI,GRAND I10 1.2 CRDI SPORTZ,1,0,1,0,0,0,1,1,0
10.5,2016,62000,17.6,1582,126.2,7,HYUNDAI,CRETA 1.6 SX AUTOMATIC DIESEL,0,0,1,0,0,0,0,1,0
5.5,2015,90000,18.49,1493,100,8,MAHINDRA,TUV 300 T8,1,0,1,0,0,0,1,0,1
2,2012,25000,19.81,1086,68.05,11,HYUNDAI,I10 ERA,1,0,0,0,0,1,1,1,0
2.6,2010,80000,18.3,1991,147.9,13,CHEVROLET,CRUZE LTZ,1,0,1,0,0,0,1,1,0
6.5,2017,44000,27.39,1248,74,6,MARUTI,BALENO ALPHA 1.3,1,0,1,0,0,0,1,1,0
3,2013,50000,18.9,1197,82,10,HYUNDAI,GRAND I10 MAGNA,1,0,0,0,0,1,1,1,0
4.5,2015,75001,25.83,1498,99,8,FORD,FIGO 1.5D AMBIENTE MT,0,0,1,0,0,0,1,1,0
4.5,2015,20000,18.6,1197,81.83,8,HYUNDAI,I20 MAGNA 1.2,1,0,0,0,0,1,1,1,0
8.5,2018,33033,18.49,1493,100,5,MAHINDRA,TUV 300 T10 DUAL TONE,0,0,1,0,0,0,1,0,1
2.85,2018,9000,21.1,814,55.2,5,HYUNDAI,EON SPORTZ,0,0,0,0,0,1,1,1,0
7.9,2020,7151,24.12,1197,88.5,3,MARUTI,DZIRE VXI AT,0,0,0,0,0,1,0,1,0
20.9025,2019,13033,12.05,2157,178.49,4,MAHINDRA,ALTURAS G4 4X4 AT,0,0,1,0,0,0,0,0,1
2.95,2012,19000,19,998,66.1,11,MARUTI,A STAR LXI,0,0,0,0,0,1,1,1,0
3.3,2013,100000,15.3,2956,83.83,10,TATA,SUMO GOLD GX,0,0,1,0,0,0,1,0,1
7.9,2018,74455,23,1498,98.96,5,FORD,ECOSPORT 2015-2021 1.5 DIESEL TREND PLUS BSIV,0,0,1,0,0,0,1,1,0
2.45,2016,23000,22.3,799,53.26,7,RENAULT,KWID RXT,0,0,0,0,0,1,1,1,0
3.75,2014,37151,20.14,1498,88.8,9,VOLKSWAGEN,POLO 1.5 TDI HIGHLINE,0,0,1,0,0,0,1,1,0
5.6,2016,91000,22.54,1396,88.73,7,HYUNDAI,I20 MAGNA 1.4 CRDI,1,0,1,0,0,0,1,1,0
5,2017,64059,20.14,1197,81.86,6,HYUNDAI,XCENT 1.2 VTVT S,0,0,0,0,0,1,1,1,0
2.65,2013,40000,21.1,814,55.2,10,HYUNDAI,EON ERA PLUS,0,0,0,0,0,1,1,1,0
3.6,2017,43000,17,1198,73.75,6,VOLKSWAGEN,AMEO 1.2 MPI TRENDLINE,1,0,0,0,0,1,1,1,0
2.7,2017,70000,25.17,799,53.3,6,RENAULT,KWID RXT OPTIONAL,1,0,0,0,0,1,1,1,0
2.4,2013,23460,23.95,998,67.05,10,MARUTI,ALTO K10 VXI,0,0,0,0,0,1,1,1,0
5.15,2015,79000,18.6,1197,81.83,8,HYUNDAI,I20 ASTA 1.2,1,0,0,0,0,1,1,1,0
1,2008,110000,18.2,998,67.1,15,MARUTI,ZEN ESTILO VXI BSIII,1,0,0,0,0,1,1,1,0
6,2014,120000,15.1,2179,140,9,MAHINDRA,XUV500 W8 2WD,1,0,1,0,0,0,1,0,1
4.75,2015,52631,28.4,1248,74,8,MARUTI,SWIFT VDI,0,0,1,0,0,0,1,1,0
4,2012,43120,16.8,1497,116.3,11,HONDA,CITY V MT,0,0,0,0,0,1,1,1,0
0.8,2009,50000,18,995,62,14,CHEVROLET,SPARK 1.0 LT,1,0,0,0,0,1,1,1,0
3.75,2015,70000,19.1,1197,82,8,HYUNDAI,XCENT 1.2 KAPPA S,1,0,0,0,0,1,1,1,0
8.75,2017,10000,22.77,1498,98.59,6,FORD,ECOSPORT 2015-2021 1.5 TDCI TREND PLUS BSIV,1,0,1,0,0,0,1,1,0
6.3,2018,18000,19,1194,94.68,5,FORD,FREESTYLE TITANIUM PETROL BSIV,1,0,0,0,0,1,1,1,0
5.7,2014,48000,20.77,1248,88.76,9,MARUTI,ERTIGA VDI,0,0,1,0,0,0,1,0,1
9.82,2019,20000,15.4,2523,75,4,MAHINDRA,SCORPIO BSIV,1,0,1,0,0,0,1,0,1
4.12,2017,7500,23.1,998,67.04,6,MARUTI,CELERIO ZXI OPTIONAL,1,0,0,0,0,1,1,1,0
2.2,2010,40000,21.1,1248,73.9,13,MARUTI,RITZ VDI ABS,1,0,1,0,0,0,1,1,0
7.5,2018,38000,22.54,1396,88.73,5,HYUNDAI,I20 1.4 ASTA OPTION,1,0,1,0,0,0,1,1,0
9,2016,60000,19.87,1461,83.8,7,RENAULT,DUSTER 85PS DIESEL RXL,1,0,1,0,0,0,1,1,0
5.3,2016,32359,17.01,1591,121.3,7,HYUNDAI,VERNA 1.6 SX VTVT,0,0,0,0,0,1,1,1,0
1.8,2010,68500,19.3,1248,73.9,13,MARUTI,SWIFT DZIRE LDI BSIV,1,0,1,0,0,0,1,1,0
10.5,2018,50000,15.1,2179,152.87,5,MAHINDRA,XUV500 W5 BSIV,1,0,1,0,0,0,1,0,1
3.1,2016,40000,15.37,1196,73,7,MARUTI,EECO 5 SEATER AC BSIV,1,0,0,0,0,1,1,1,0
9,2017,25000,17,1198,108.5,6,TATA,NEXON 1.2 REVOTRON XZ PLUS,1,0,0,0,0,1,1,1,0
4.25,2016,31000,20.4,1197,81.8,7,MARUTI,SWIFT VXI DECA,1,0,0,0,0,1,1,1,0
2.15,2013,90000,17.21,1493,100,10,MAHINDRA,QUANTO C6,1,0,1,0,0,0,1,0,1
4,2013,114000,19.1,1197,85.8,10,MARUTI,SWIFT DZIRE VXI,1,0,0,0,0,1,1,1,0
4.4,2017,40159,20.3,1199,84,6,TATA,TIGOR 1.2 REVOTRON XZ OPTION,0,1,0,0,0,1,1,1,0
5.1,2019,25000,20.89,1197,81.8,4,MARUTI,IGNIS 1.2 DELTA BSIV,1,0,0,0,0,1,1,1,0
2.2,2010,65000,17.92,1086,62.1,13,HYUNDAI,SANTRO XING GLS,0,0,0,0,0,1,1,1,0
